Make,Colour,Odometer (KM),Doors,Price
Chevrolet,silver,42478,2,"$50,891"
Mercedes-Benz,navy,71806,3,"$89,415"
Kia,white,40729,2,"$53,641"
Hyundai,silver,65942,5,"$2,495"
Ford,yellow,86465,2,"$28,326"
Honda,teal,58631,3,"$5,582"
Mitsubishi,white,33451,3,"$87,754"
Honda,gray,80606,7,"$1,372"
Chevrolet,maroon,41186,5,"$30,814"
BMW,white,30583,6,"$44,750"
MINI,gray,95571,6,"$96,656"
Toyota,black,65878,5,"$67,590"
Ford,olive,94493,4,"$1,601"
Nissan,silver,46793,6,"$31,741"
Volvo,aqua,20595,6,"$2,527"
Toyota,green,16347,6,"$99,289"
Nissan,blue,48329,2,"$72,546"
Hyundai,olive,75908,5,"$68,532"
Suzuki,green,63770,5,"$77,528"
Porsche,aqua,15560,2,"$71,477"
Audi,black,54423,4,"$47,456"
Volvo,blue,60673,4,"$21,714"
Chevrolet,teal,46389,5,"$33,831"
Dodge,black,64593,7,"$96,527"
Freightliner,navy,62065,6,"$38,500"
Buick,white,45392,4,"$35,254"
Toyota,gray,29502,4,"$80,681"
Ford,maroon,13975,7,"$6,921"
Chevrolet,gray,25636,3,"$1,400"
Ford,black,11262,4,"$95,564"
Chevrolet,fuchsia,50144,2,"$96,537"
Ford,green,74675,4,"$53,824"
Saturn,gray,58256,7,"$11,110"
Volkswagen,lime,91788,7,"$13,020"
Nissan,fuchsia,49767,6,"$45,767"
Lincoln,black,92846,5,"$56,824"
Porsche,purple,20451,6,"$31,693"
Chrysler,blue,97073,4,"$80,891"
Jeep,white,18057,7,"$34,693"
Genesis,fuchsia,30220,5,"$82,418"
Dodge,gray,50774,7,"$6,087"
Oldsmobile,white,36168,7,"$65,240"
Chevrolet,black,70429,6,"$88,587"
Nissan,fuchsia,55440,3,"$30,259"
Dodge,olive,59273,6,"$19,391"
Toyota,silver,54120,6,"$19,676"
Oldsmobile,navy,80760,2,"$23,264"
Volkswagen,purple,88004,5,"$27,914"
GMC,black,77819,2,"$78,975"
Lincoln,purple,82608,6,"$50,869"
Volvo,gray,26462,3,"$6,880"
BMW,silver,3154,5,"$80,314"
Hyundai,gray,19694,6,"$19,779"
BMW,yellow,43196,5,"$49,062"
Volkswagen,maroon,76040,6,"$84,564"
Mercedes-Benz,black,93734,4,"$28,559"
Freightliner,navy,91805,2,"$45,839"
Toyota,fuchsia,1465,2,"$52,048"
Lincoln,teal,20250,3,"$34,871"
BMW,white,45378,4,"$78,580"
BMW,navy,2328,6,"$46,005"
Mercedes-Benz,yellow,40170,7,"$36,453"
Chevrolet,yellow,71040,6,"$6,562"
Mercury,yellow,14609,4,"$19,212"
Ford,white,24838,7,"$9,357"
Volkswagen,aqua,36670,7,"$74,275"
Pontiac,gray,3123,4,"$54,227"
Mercedes-Benz,purple,44761,2,"$81,218"
GMC,silver,69152,6,"$60,715"
Nissan,yellow,57560,6,"$23,641"
MINI,fuchsia,48858,5,"$24,242"
Mercury,lime,72685,3,"$18,538"
Dodge,maroon,69490,2,"$49,367"
Volkswagen,green,51626,5,"$87,730"
Dodge,purple,30690,4,"$38,103"
MAZDA,black,13665,2,"$32,646"
Mercedes-Benz,maroon,11697,5,"$82,550"
Toyota,maroon,27190,6,"$88,192"
Ford,teal,58350,4,"$94,540"
Chevrolet,aqua,82353,3,"$93,359"
Toyota,gray,92417,4,"$17,019"
Ford,purple,67608,6,"$20,805"
Chevrolet,white,7902,3,"$6,362"
Toyota,navy,87150,3,"$86,560"
Mitsubishi,silver,37163,2,"$61,675"
Audi,maroon,43912,5,"$9,564"
Ford,olive,17447,7,"$94,848"
Subaru,fuchsia,53200,7,"$55,766"
Chevrolet,black,55991,4,"$71,598"
Chevrolet,navy,84456,5,"$37,560"
Lexus,aqua,1367,7,"$28,653"
MINI,yellow,24690,6,"$88,004"
Kia,gray,81319,7,"$47,958"
Volvo,olive,72437,7,"$14,443"
Toyota,green,27824,2,"$58,104"
Mercedes-Benz,green,5200,7,"$25,794"
Hyundai,teal,54414,4,"$82,561"
Nissan,olive,10767,4,"$46,896"
MINI,green,92794,2,"$59,007"
Dodge,lime,57997,2,"$85,967"
Ford,silver,35987,4,"$74,374"
GMC,white,18080,2,"$81,480"
Chevrolet,silver,99296,3,"$23,334"
Toyota,white,93112,2,"$44,805"
Mercury,purple,13746,7,"$43,978"
INFINITI,teal,29668,3,"$37,144"
Chevrolet,silver,17394,5,"$29,433"
Ferrari,silver,12410,6,"$95,177"
Lincoln,teal,60556,5,"$90,074"
Volvo,olive,39967,3,"$66,992"
Ferrari,white,54551,4,"$40,752"
Dodge,olive,29099,7,"$83,169"
Mercedes-Benz,purple,11708,3,"$88,919"
Hyundai,black,65191,6,"$86,201"
Ford,white,43205,4,"$99,451"
Lexus,fuchsia,7893,5,"$75,925"
Ford,gray,60634,6,"$88,521"
Scion,green,59352,2,"$85,257"
MAZDA,gray,64699,7,"$8,749"
Rolls-Royce,gray,23852,3,"$14,015"
Scion,yellow,33958,7,"$19,149"
Toyota,white,99156,4,"$18,071"
Volvo,fuchsia,85415,5,"$59,177"
Dodge,teal,97677,5,"$22,826"
Mercedes-Benz,lime,57500,3,"$59,663"
Mercedes-Benz,teal,99154,6,"$53,139"
Aston Martin,navy,13806,7,"$97,450"
Audi,navy,96741,5,"$77,357"
Ram,white,45228,5,"$88,524"
Porsche,aqua,79632,4,"$30,969"
Chevrolet,silver,17515,7,"$63,594"
Nissan,yellow,85679,5,"$47,592"
Porsche,gray,44383,7,"$48,387"
GMC,teal,36562,5,"$21,590"
Ford,green,83525,2,"$40,256"
Ford,blue,55633,2,"$32,770"
Kia,fuchsia,13206,2,"$41,676"
MAZDA,maroon,36308,7,"$73,007"
Toyota,olive,72293,6,"$63,937"
Toyota,yellow,34836,4,"$90,281"
Chrysler,blue,19326,2,"$33,469"
Nissan,olive,3744,5,"$75,187"
Mercedes-Benz,teal,1219,4,"$24,356"
Chevrolet,olive,97361,4,"$76,973"
INFINITI,lime,83158,2,"$19,146"
Mercury,silver,53436,3,"$23,956"
Jaguar,silver,73985,4,"$7,275"
Audi,blue,6370,5,"$28,656"
Nissan,navy,35823,6,"$4,698"
Oldsmobile,silver,30692,5,"$11,120"
Suzuki,purple,84016,5,"$95,002"
Kia,fuchsia,57133,6,"$27,644"
GMC,blue,88154,5,"$89,715"
Volvo,silver,46364,2,"$85,651"
Chevrolet,maroon,25341,5,"$77,152"
Dodge,olive,89872,3,"$59,884"
Toyota,maroon,37262,2,"$16,841"
Toyota,lime,52307,3,"$76,323"
Volvo,olive,61045,2,"$48,005"
Lotus,lime,46421,6,"$55,664"
Porsche,black,11254,3,"$17,068"
Jaguar,green,51938,6,"$62,310"
Dodge,black,82152,5,"$84,633"
Jeep,lime,95173,6,"$86,905"
Mercedes-Benz,gray,16095,4,"$4,503"
GMC,aqua,11569,4,"$80,275"
MINI,blue,48832,6,"$96,256"
Maserati,teal,41128,7,"$17,933"
Volkswagen,lime,49309,6,"$73,018"
Ford,teal,91731,4,"$78,630"
Ford,yellow,89348,7,"$2,341"
Chevrolet,aqua,4711,3,"$2,617"
INFINITI,green,79270,7,"$63,152"
Buick,olive,98935,2,"$93,408"
Dodge,olive,57384,7,"$12,299"
Porsche,purple,55869,5,"$95,366"
Dodge,blue,66179,3,"$84,501"
Chrysler,fuchsia,93836,6,"$93,372"
BMW,yellow,50327,5,"$26,473"
Hyundai,fuchsia,48446,4,"$73,389"
Ford,fuchsia,33111,7,"$66,228"
Buick,gray,92914,6,"$43,828"
Nissan,black,1754,2,"$96,110"
Chevrolet,olive,8377,7,"$24,488"
Subaru,fuchsia,68771,2,"$14,286"
Chevrolet,teal,34074,2,"$80,534"
Dodge,black,80058,2,"$13,522"
Maserati,white,53790,3,"$60,675"
Acura,fuchsia,75144,6,"$70,538"
Lexus,olive,35373,2,"$35,658"
Land Rover,teal,68578,4,"$63,958"
GMC,maroon,5085,4,"$44,184"
Kia,blue,48920,4,"$27,248"
Saab,navy,28178,2,"$83,271"
Chevrolet,green,90501,6,"$83,840"
Ram,purple,23177,7,"$11,496"
Toyota,teal,72086,5,"$26,605"
Nissan,white,98252,6,"$29,359"
Volkswagen,teal,52231,7,"$2,967"
Land Rover,olive,24343,3,"$14,091"
Dodge,yellow,56365,2,"$79,094"
McLaren,black,83160,6,"$48,855"
GMC,black,87615,2,"$59,076"
Chrysler,fuchsia,61149,7,"$63,445"
GMC,blue,45814,3,"$26,351"
Dodge,black,26323,2,"$19,094"
GMC,white,78332,2,"$21,753"
Kia,purple,14557,6,"$48,821"
Toyota,olive,50853,7,"$87,071"
Buick,blue,97125,4,"$21,734"
Chevrolet,black,98735,5,"$61,428"
Chevrolet,maroon,77446,6,"$99,245"
BMW,lime,26382,3,"$44,214"
Isuzu,fuchsia,62121,7,"$97,188"
Ford,aqua,23091,5,"$24,695"
GMC,teal,67513,7,"$43,115"
Mercedes-Benz,aqua,46428,6,"$48,419"
Ford,yellow,87440,2,"$6,800"
BMW,green,99647,6,"$17,298"
Plymouth,white,50309,5,"$86,092"
GMC,purple,48891,3,"$68,114"
Land Rover,fuchsia,60895,3,"$87,575"
Jaguar,lime,10786,4,"$13,556"
Buick,green,17868,2,"$79,266"
Tesla,fuchsia,97295,7,"$11,885"
GMC,navy,93971,7,"$82,594"
MAZDA,teal,78182,3,"$73,703"
Alfa Romeo,black,59761,4,"$2,414"
Mitsubishi,gray,62419,5,"$89,993"
Chevrolet,blue,48380,5,"$47,747"
BMW,purple,28159,5,"$68,290"
Ford,fuchsia,46250,4,"$91,039"
Lincoln,teal,32749,3,"$33,912"
Jeep,teal,9978,2,"$17,380"
Chevrolet,maroon,94557,7,"$17,006"
Toyota,blue,48726,6,"$11,560"
Subaru,olive,44545,3,"$89,847"
Land Rover,yellow,91094,6,"$91,848"
Pontiac,fuchsia,78598,7,"$76,192"
Saab,white,93460,4,"$65,247"
BMW,silver,58173,4,"$34,318"
Eagle,silver,87925,4,"$22,115"
Eagle,white,31807,3,"$86,819"
Kia,yellow,63461,7,"$20,165"
MAZDA,olive,87999,3,"$60,746"
Cadillac,olive,39869,6,"$74,885"
Cadillac,teal,88327,2,"$94,962"
Lexus,fuchsia,26544,6,"$52,702"
Dodge,gray,2127,4,"$80,495"
Toyota,blue,86939,4,"$35,057"
Lincoln,black,30641,3,"$30,510"
Honda,navy,9541,4,"$9,333"
Ford,black,82365,6,"$59,378"
Lincoln,maroon,59614,2,"$85,698"
GMC,olive,65619,5,"$38,595"
Volkswagen,lime,59055,2,"$17,009"
Mercedes-Benz,gray,94076,6,"$49,888"
Land Rover,silver,48549,6,"$91,647"
Honda,green,61697,4,"$14,852"
Nissan,olive,37666,5,"$96,965"
GMC,aqua,38975,2,"$49,406"
Ford,yellow,50023,5,"$26,596"
Ford,silver,83721,7,"$10,436"
Hyundai,blue,78654,6,"$89,836"
Ford,black,25140,3,"$94,168"
Ford,gray,52978,6,"$13,391"
MAZDA,yellow,54673,5,"$32,831"
Ferrari,navy,75629,3,"$71,510"
Toyota,yellow,26391,2,"$33,816"
Chevrolet,aqua,19836,6,"$39,926"
Nissan,navy,69261,5,"$26,768"
Ford,olive,91503,3,"$14,310"
Audi,lime,25548,4,"$19,118"
Tesla,black,84000,6,"$97,917"
Saab,fuchsia,43080,3,"$10,252"
Mercedes-Benz,silver,10156,5,"$81,422"
Chevrolet,teal,64147,7,"$99,712"
Mercedes-Benz,lime,33966,2,"$98,999"
Chevrolet,olive,66321,3,"$74,002"
Chevrolet,teal,63534,4,"$92,661"
Dodge,blue,6422,7,"$15,815"
Nissan,purple,46697,6,"$84,499"
Dodge,blue,39248,2,"$93,418"
BMW,yellow,42187,7,"$99,970"
Toyota,olive,17305,5,"$94,170"
Lotus,maroon,17247,7,"$15,419"
Nissan,aqua,21031,4,"$58,586"
Cadillac,purple,52549,5,"$92,551"
Ford,navy,1686,3,"$66,798"
Toyota,silver,8011,4,"$85,571"
Chevrolet,lime,70918,6,"$91,462"
MINI,teal,6712,3,"$98,480"
Mercedes-Benz,blue,63670,7,"$71,330"
Mercury,teal,78596,3,"$97,858"
MAZDA,gray,87144,6,"$95,638"
Chevrolet,silver,89377,3,"$24,881"
Honda,aqua,43616,6,"$46,311"
Ram,lime,23792,3,"$45,137"
Volkswagen,white,7230,4,"$90,329"
Chrysler,blue,33266,5,"$4,509"
GMC,white,91965,6,"$63,775"
MAZDA,green,51118,4,"$90,257"
Ford,black,19401,2,"$28,594"
Dodge,teal,66369,3,"$21,192"
GMC,fuchsia,31631,6,"$99,147"
Honda,aqua,42551,5,"$13,830"
Plymouth,silver,99562,7,"$96,646"
Audi,green,24956,7,"$99,011"
Lexus,purple,93548,4,"$78,481"
INFINITI,white,27600,7,"$54,962"
BMW,green,51278,6,"$86,218"
Kia,navy,46052,4,"$9,849"
Cadillac,black,50544,6,"$29,017"
Honda,black,33196,3,"$64,720"
Volkswagen,silver,22126,2,"$49,915"
Toyota,purple,60785,6,"$62,454"
GMC,gray,66115,2,"$28,385"
Nissan,blue,89846,4,"$7,178"
Lincoln,blue,73445,7,"$8,312"
Toyota,purple,57459,3,"$16,668"
Dodge,aqua,95918,2,"$32,907"
GMC,silver,32938,2,"$89,906"
INFINITI,teal,45803,3,"$27,436"
Hyundai,white,23076,7,"$18,247"
Ram,lime,47402,6,"$60,591"
Chevrolet,yellow,19311,2,"$54,422"
Ford,purple,85877,7,"$55,146"
BMW,blue,4215,7,"$85,013"
MINI,fuchsia,92731,2,"$21,508"
Nissan,green,39069,3,"$31,700"
Nissan,white,65047,6,"$44,371"
Dodge,aqua,50173,6,"$27,751"
BMW,black,41317,7,"$86,889"
Hyundai,yellow,23250,4,"$14,629"
Mercedes-Benz,white,77330,2,"$13,969"
Dodge,white,43942,7,"$38,927"
INFINITI,white,61840,3,"$91,994"
GMC,aqua,30641,4,"$16,115"
Mercedes-Benz,green,63382,6,"$80,689"
Subaru,green,75987,3,"$61,881"
Nissan,blue,66230,5,"$94,925"
Toyota,purple,69124,3,"$68,948"
Subaru,aqua,88430,7,"$62,308"
Pontiac,fuchsia,47412,3,"$17,901"
Nissan,lime,46717,3,"$83,424"
Audi,gray,81805,7,"$7,885"
GMC,teal,13740,7,"$49,476"
Chrysler,navy,20799,2,"$54,478"
INFINITI,gray,38123,5,"$95,216"
GMC,green,53715,7,"$71,405"
Chevrolet,teal,56755,3,"$14,182"
Chevrolet,green,93555,7,"$95,308"
Nissan,silver,47468,3,"$38,905"
Subaru,gray,90878,6,"$87,326"
Chevrolet,fuchsia,87637,5,"$4,867"
INFINITI,white,85090,6,"$20,744"
Ford,purple,9170,4,"$23,384"
Kia,purple,70890,5,"$33,517"
GMC,olive,75088,4,"$7,493"
Chrysler,teal,32419,5,"$92,712"
Toyota,blue,53484,6,"$99,542"
Land Rover,black,57402,7,"$50,665"
BMW,aqua,33086,3,"$92,967"
Honda,navy,65996,5,"$69,965"
Mitsubishi,aqua,28810,3,"$62,779"
Nissan,teal,82239,7,"$94,430"
Isuzu,purple,82568,6,"$95,106"
Mercury,olive,66300,4,"$35,945"
Mercedes-Benz,teal,35849,3,"$56,774"
Dodge,maroon,85580,5,"$11,694"
Honda,green,23407,2,"$13,297"
Toyota,yellow,21417,2,"$77,569"
Ford,yellow,26378,2,"$94,881"
Eagle,gray,47285,4,"$99,280"
Ford,lime,54667,4,"$9,524"
BMW,fuchsia,76026,7,"$93,283"
GMC,olive,26931,5,"$93,637"
Acura,purple,59241,5,"$11,904"
Audi,silver,31998,4,"$81,557"
Chrysler,purple,19592,5,"$77,746"
Lincoln,gray,27938,2,"$78,485"
Mercedes-Benz,black,25884,4,"$80,652"
Nissan,black,8948,5,"$27,820"
Chevrolet,purple,8977,3,"$15,978"
Chevrolet,navy,36969,4,"$47,463"
Volkswagen,black,3712,5,"$41,148"
Porsche,teal,4161,7,"$83,264"
Ford,silver,47532,5,"$44,885"
Ferrari,purple,30630,5,"$78,606"
Nissan,aqua,57800,4,"$98,998"
Chevrolet,navy,74271,2,"$17,461"
Lexus,lime,9848,3,"$37,367"
BMW,white,64818,6,"$92,329"
Maserati,green,40236,5,"$4,307"
Buick,yellow,39014,4,"$68,738"
BMW,navy,86942,5,"$13,000"
Lexus,green,55922,3,"$67,415"
Ford,fuchsia,38650,2,"$3,449"
BMW,gray,49784,6,"$20,188"
Mitsubishi,teal,55598,6,"$3,756"
Rolls-Royce,olive,75580,3,"$49,601"
Ford,purple,95491,7,"$51,629"
Suzuki,olive,90356,7,"$89,383"
Lincoln,purple,41213,7,"$30,647"
Volkswagen,teal,55055,5,"$47,772"
Volkswagen,yellow,2834,5,"$76,537"
Toyota,aqua,79471,3,"$61,036"
BMW,purple,11300,4,"$88,756"
Chevrolet,lime,85157,7,"$88,478"
Buick,blue,10856,6,"$89,952"
Nissan,silver,97165,7,"$30,536"
Saab,maroon,58913,5,"$92,015"
Ford,olive,90380,6,"$28,611"
Honda,blue,21939,2,"$2,766"
Jeep,maroon,60813,3,"$78,041"
Mitsubishi,gray,13038,4,"$82,601"
Buick,teal,73993,2,"$47,012"
Nissan,silver,11807,5,"$29,396"
Genesis,lime,60129,7,"$4,627"
Kia,maroon,50460,6,"$16,563"
Chevrolet,green,7674,3,"$11,442"
Nissan,teal,27345,4,"$27,801"
GMC,aqua,48449,2,"$70,094"
Ford,silver,63569,5,"$29,214"
Mitsubishi,silver,98608,4,"$60,425"
Honda,olive,21750,7,"$94,277"
Mercury,teal,81251,2,"$76,696"
Hyundai,gray,24767,4,"$64,668"
Plymouth,olive,34986,2,"$7,688"
BMW,black,72686,4,"$22,026"
Pontiac,purple,35032,6,"$37,992"
Suzuki,olive,7193,4,"$75,400"
Mercedes-Benz,blue,78957,3,"$17,846"
Jaguar,purple,62844,3,"$1,139"
Chevrolet,white,92945,3,"$42,424"
Suzuki,fuchsia,61975,6,"$91,321"
Lexus,olive,19531,2,"$19,185"
GMC,teal,47840,2,"$48,065"
Volkswagen,navy,92061,2,"$84,360"
Dodge,silver,86483,3,"$61,609"
Nissan,black,78785,6,"$25,626"
Mercedes-Benz,olive,2401,2,"$51,251"
Hyundai,blue,12175,3,"$36,362"
Honda,blue,88907,7,"$99,108"
Isuzu,fuchsia,17001,6,"$81,877"
Acura,aqua,83293,7,"$8,227"
Ford,olive,82221,2,"$31,484"
Plymouth,yellow,24068,2,"$52,535"
Ford,blue,1101,6,"$51,579"
Kia,purple,29627,6,"$36,786"
Hyundai,black,76277,6,"$39,189"
Ford,green,17425,2,"$2,579"
Dodge,fuchsia,59094,2,"$74,075"
MAZDA,lime,80291,3,"$13,035"
Chevrolet,fuchsia,33852,4,"$88,995"
MAZDA,white,4620,2,"$81,962"
Chevrolet,teal,31148,3,"$52,372"
BMW,white,16192,2,"$55,548"
Volvo,green,77747,3,"$17,308"
Cadillac,green,25012,6,"$11,344"
Honda,maroon,47348,7,"$28,699"
Nissan,black,59181,7,"$60,873"
Audi,blue,25507,7,"$85,251"
Chevrolet,yellow,41119,2,"$20,530"
MAZDA,yellow,19549,2,"$22,359"
Honda,silver,98283,4,"$45,651"
Lincoln,silver,98366,4,"$10,897"
Mercedes-Benz,green,10036,2,"$52,612"
Kia,silver,76607,7,"$54,563"
Ford,olive,5534,2,"$76,633"
GMC,purple,26520,6,"$1,175"
Dodge,yellow,86097,5,"$12,965"
HUMMER,silver,76316,6,"$13,350"
Subaru,aqua,77061,7,"$63,194"
MAZDA,maroon,27156,3,"$28,039"
Chevrolet,navy,60108,2,"$87,755"
Lexus,black,88344,6,"$48,726"
Lexus,olive,36382,6,"$4,295"
GMC,white,10692,2,"$96,464"
GMC,olive,91951,2,"$77,523"
Ford,fuchsia,87356,5,"$44,953"
Volkswagen,green,69172,7,"$79,808"
Suzuki,navy,52115,7,"$17,247"
Ram,black,12651,6,"$31,024"
Volvo,fuchsia,12357,5,"$12,650"
Toyota,maroon,52235,5,"$6,616"
MAZDA,aqua,71125,3,"$28,087"
Chevrolet,purple,24435,6,"$18,870"
Jeep,blue,63924,4,"$22,676"
Lexus,lime,81694,5,"$40,483"
Jeep,olive,31157,2,"$38,255"
Buick,teal,25594,2,"$31,624"
Chevrolet,navy,73231,2,"$93,263"
Ford,aqua,3823,4,"$23,893"
GMC,lime,66746,6,"$5,417"
Mercedes-Benz,white,60024,2,"$81,203"
Nissan,blue,46259,3,"$97,797"
Ford,purple,46072,2,"$47,358"
Buick,olive,25196,7,"$56,525"
Aston Martin,black,78538,6,"$99,323"
Saab,teal,54538,4,"$82,999"
Ferrari,silver,58102,3,"$24,047"
Audi,white,57793,4,"$23,667"
Lexus,blue,23068,7,"$95,721"
Volvo,purple,4533,6,"$28,958"
GMC,teal,90608,4,"$9,174"
GMC,navy,86462,5,"$8,985"
Chevrolet,maroon,41665,3,"$82,351"
Buick,lime,40928,5,"$91,420"
GMC,maroon,22071,4,"$59,464"
Volvo,white,54351,7,"$84,780"
Mercury,green,43231,3,"$95,950"
Cadillac,gray,91176,7,"$2,643"
Dodge,silver,31426,3,"$40,345"
Audi,purple,51632,7,"$72,734"
Audi,lime,67503,2,"$65,948"
Volvo,gray,69712,3,"$98,424"
Porsche,navy,23759,4,"$60,501"
Ford,yellow,31108,5,"$57,056"
Isuzu,black,49490,6,"$14,830"
Ford,fuchsia,88949,4,"$29,711"
Dodge,yellow,35628,6,"$65,872"
Chevrolet,navy,64033,7,"$5,282"
Chevrolet,blue,82112,7,"$39,920"
GMC,purple,81129,5,"$83,846"
Chevrolet,green,87922,5,"$94,821"
Hyundai,lime,74005,5,"$84,659"
Chevrolet,maroon,76584,7,"$86,610"
Land Rover,navy,55603,5,"$65,760"
Chevrolet,maroon,87762,4,"$35,936"
GMC,maroon,42880,5,"$49,660"
MAZDA,fuchsia,46442,4,"$28,407"
Honda,gray,29527,3,"$60,835"
Nissan,gray,72460,5,"$82,980"
Lexus,silver,25059,6,"$27,405"
Cadillac,silver,45907,7,"$8,148"
GMC,teal,44249,6,"$38,699"
Chevrolet,black,63064,4,"$60,393"
Ford,white,44952,3,"$75,442"
Chevrolet,blue,48147,3,"$23,811"
Kia,olive,82261,6,"$16,598"
Audi,blue,12858,3,"$53,095"
Ram,blue,45033,5,"$55,836"
GMC,blue,21639,7,"$26,290"
Volkswagen,yellow,99089,4,"$80,024"
Dodge,aqua,32055,2,"$62,357"
Chevrolet,green,70116,2,"$92,609"
Chevrolet,green,39746,3,"$77,140"
HUMMER,purple,76690,6,"$95,798"
Ford,teal,18914,4,"$80,332"
FIAT,aqua,3322,2,"$25,740"
Chevrolet,maroon,49553,4,"$11,135"
Porsche,maroon,63282,7,"$46,640"
Ford,blue,37940,4,"$58,925"
Isuzu,green,73672,3,"$70,616"
MAZDA,maroon,17665,6,"$52,012"
Oldsmobile,lime,75668,4,"$46,350"
Mercury,lime,52215,2,"$17,958"
Buick,purple,7130,7,"$43,235"
GMC,navy,20584,6,"$90,459"
Audi,fuchsia,86506,2,"$72,188"
Honda,aqua,72712,7,"$58,913"
Jeep,green,37704,3,"$19,377"
Ford,fuchsia,47746,5,"$54,277"
Kia,navy,31391,4,"$42,830"
BMW,green,40897,5,"$35,474"
Audi,fuchsia,68133,6,"$35,735"
Cadillac,green,34424,7,"$36,760"
Dodge,lime,18176,2,"$24,621"
Dodge,green,28345,2,"$3,091"
GMC,olive,25795,4,"$50,564"
Chevrolet,navy,48836,3,"$82,427"
Cadillac,blue,39492,4,"$36,498"
Cadillac,olive,73585,3,"$20,599"
Volkswagen,purple,53545,3,"$98,738"
GMC,gray,46928,6,"$28,941"
BMW,green,19338,4,"$97,829"
Mercedes-Benz,aqua,89719,6,"$70,863"
Toyota,white,57232,4,"$13,180"
Toyota,purple,24734,3,"$89,272"
Dodge,green,68143,7,"$23,733"
Jaguar,aqua,30662,2,"$25,609"
Ford,yellow,81009,2,"$32,811"
GMC,gray,38657,2,"$73,127"
Chevrolet,black,93250,4,"$92,196"
Hyundai,maroon,47992,2,"$91,557"
Audi,olive,98367,5,"$43,487"
Lotus,purple,31780,2,"$17,731"
Ford,silver,5028,6,"$11,982"
Chevrolet,maroon,62158,4,"$68,352"
Mercedes-Benz,maroon,5682,2,"$23,582"
Ford,fuchsia,94084,6,"$64,928"
MAZDA,olive,19329,7,"$5,533"
Chevrolet,teal,44091,5,"$12,083"
Toyota,olive,32711,7,"$49,200"
Lexus,maroon,75766,7,"$91,630"
MINI,gray,16392,7,"$91,335"
Audi,blue,4292,3,"$58,577"
Chevrolet,aqua,81244,4,"$72,308"
Lexus,green,56730,5,"$95,735"
Volvo,white,56780,3,"$31,201"
Cadillac,navy,58976,7,"$21,941"
BMW,gray,4687,6,"$96,325"
GMC,teal,79430,6,"$98,643"
Jeep,yellow,66942,4,"$3,264"
Dodge,teal,53610,4,"$2,829"
Buick,green,15834,5,"$92,744"
Lincoln,maroon,88113,5,"$27,665"
GMC,teal,40556,2,"$16,295"
Chrysler,fuchsia,92341,6,"$81,559"
Subaru,blue,37595,6,"$76,595"
Toyota,yellow,55674,5,"$88,677"
Audi,teal,45287,2,"$93,671"
BMW,teal,51757,5,"$43,990"
Subaru,fuchsia,98242,5,"$68,573"
Ford,gray,76325,5,"$67,349"
Toyota,white,44785,4,"$55,556"
Hyundai,green,24211,7,"$91,374"
Dodge,olive,99060,4,"$8,350"
Hyundai,purple,41033,4,"$64,000"
Cadillac,blue,43066,2,"$80,963"
Aston Martin,blue,58924,3,"$52,476"
Ram,navy,57459,5,"$87,029"
Acura,purple,97261,6,"$9,922"
Volkswagen,lime,47521,5,"$25,705"
Aston Martin,purple,53230,4,"$8,746"
Audi,blue,74567,3,"$47,316"
Dodge,silver,29431,4,"$80,223"
Acura,green,53252,7,"$22,258"
Dodge,teal,68528,5,"$36,548"
Dodge,aqua,85883,4,"$41,158"
Honda,aqua,86729,6,"$78,243"
Chevrolet,silver,92923,2,"$26,141"
Acura,white,2360,3,"$22,981"
Chrysler,yellow,74269,2,"$52,324"
Buick,yellow,92545,4,"$13,883"
Chevrolet,lime,41400,3,"$68,176"
Audi,navy,95520,5,"$76,118"
Dodge,teal,40521,2,"$60,197"
Oldsmobile,white,25537,5,"$92,016"
Subaru,purple,88300,4,"$17,120"
Dodge,white,87355,6,"$98,339"
Dodge,green,60143,2,"$57,067"
BMW,blue,28279,4,"$45,951"
GMC,black,85273,4,"$32,029"
Chevrolet,aqua,12102,6,"$51,671"
Mitsubishi,maroon,92320,6,"$12,560"
Jaguar,lime,95429,5,"$82,556"
Pontiac,lime,37032,3,"$97,506"
Dodge,black,10019,5,"$95,863"
Toyota,fuchsia,73570,2,"$80,684"
Acura,olive,8777,2,"$40,542"
Mercedes-Benz,blue,92323,6,"$57,029"
Mitsubishi,yellow,89682,6,"$41,049"
Nissan,gray,1967,4,"$67,745"
Volkswagen,olive,88106,3,"$82,688"
GMC,purple,65582,4,"$19,831"
Kia,yellow,33738,2,"$80,618"
Toyota,blue,66977,6,"$13,848"
Hyundai,gray,41575,4,"$92,926"
Ram,yellow,66949,6,"$78,516"
Land Rover,fuchsia,92138,4,"$17,784"
Dodge,navy,40530,7,"$61,940"
Isuzu,teal,15885,5,"$59,265"
Dodge,lime,39246,2,"$48,734"
Mitsubishi,green,54349,3,"$58,496"
GMC,white,20758,2,"$64,532"
Volkswagen,black,58491,5,"$2,497"
Ford,fuchsia,8659,5,"$39,072"
Ford,white,23460,6,"$83,495"
Mercedes-Benz,gray,83389,2,"$3,368"
Lincoln,fuchsia,11385,4,"$5,483"
GMC,blue,26704,4,"$45,123"
Alfa Romeo,fuchsia,98994,4,"$65,592"
Dodge,green,81705,6,"$2,494"
Honda,teal,29324,4,"$84,994"
Suzuki,olive,32311,7,"$44,848"
GMC,fuchsia,30062,2,"$37,264"
Chevrolet,maroon,24972,2,"$79,841"
